session_id,variant,dataset,round,accuracy,loss,f1_macro,f1_weighted,precision_macro,recall_macro,specificity_macro,auc_macro,num_samples,num_classes,blockchain_blocks,round_wall_time_s,model_payload_bytes,ipfs_model_cid,ipfs_metrics_cid,ipfs_local_cid,ipfs_vote_cid,timestamp,f1_class_0,f1_class_1,f1_class_2,f1_class_3,f1_class_4,f1_class_5
baseline_20260624_225729,baseline,UCIHAR,10,0.9182219205972175,0.26822115908911887,0.9182006248033723,0.9181494809106688,0.9210796436687952,0.9192102062339108,0.9836448550050263,0.9919130784679461,2947,6,4221,78.49,3420320,QmVMBJTgQ3E8PhdhDV732X8pHyM3f1iVNmrfZeFdNaDgJo,QmP1T93SmLq4FHnBexZLrSLpnet9e8kyVa3TtPhfkZkXDs,QmaNeRZKuy4cLnvKiio1q9unVp8qrzV8ngkQqWMQrsKXKZ,QmWu4kRNxWbtmpEupzhzuQBYo6TM7moXQgAhSM38e8qYF4,2026-06-24T23:55:29.768391,0.96900826446281,0.9500554938956715,0.9271523178807947,0.8150537634408602,0.8507194244604317,0.9972144846796658
baseline_20260625_004741,baseline,UCIHAR,0,0.1326772989480828,1.801673503632241,0.03918620966125476,0.03917291267799678,0.0229864785420341,0.1327223353699932,0.8264021607399498,0.2321389714396184,2947,6,4253,1782330474.93,3420320,QmXaT36vbrYpAZhiJvCPCF6Dwh3SpFLKwLpXYqbns18PaV,QmXexq6EGv1yXuR8Tz6kTJTudBBFn61QkkdsuXzTAg9tD9,,,2026-06-25T00:47:54.932276,0.0,0.0,0.0,0.23511725796752855,0.0,0.0
baseline_20260625_004741,baseline,UCIHAR,1,0.7468612147947065,0.8336482523603642,0.7420841114646076,0.7455222715618096,0.8239766715444632,0.7377160320354146,0.9490389432675412,0.9773852094888716,2947,6,4256,72.6,3420320,QmeLrxH2LQXyfHtMF28HSRg37zaZ4p9LX2Hx1spM5RuwBe,QmTFnixfcnP8LbETa4rCp8itrB4Q6ZYjYnPtcjDWknfkbq,QmY7w2PKDK9qmWK8erzkSVKzbYdEhRTTMSyps7qed99kbW,QmdwSPweBsoYZdz7ra2fPGHynjZbpcmxM1ZU3a14CYhzLu,2026-06-25T00:52:49.644270,0.6028169014084507,0.8467309753483387,0.6883720930232559,0.6396103896103896,0.6759045419553503,0.9990697674418605
baseline_20260625_004741,baseline,UCIHAR,2,0.8968442483881914,0.3715253976827606,0.895575596031397,0.895952780949545,0.902680008560128,0.8964037334961376,0.9793307103225587,0.9902929349659769,2947,6,4259,80.76,3420320,QmVb3pJhctAEBxxfWJKJCYboqbLXRsJtr4Sqg7cvam2XZu,QmTPKUwJuyMVjoimYDNLJUwNgaGaqBvxsus6nwzP5DiT3h,QmPtch6rW1VTvBymbNPFL5GxMevTukbxvmQjq6ruB6WSMH,QmSaHfg8FPdw41DAxFENUQCQC5aKCSKpppkdSsc6ZnRW1g,2026-06-25T00:57:54.082037,0.9413020277481323,0.9232386961093586,0.9078498293515358,0.766248574686431,0.8357446808510638,0.9990697674418605
baseline_20260625_004741,baseline,UCIHAR,3,0.8971835765184933,0.3072527537637569,0.8974172142021954,0.8975200374642727,0.8992065166369988,0.8984989460182815,0.9794650769298494,0.9901566759739407,2947,6,4262,90.47,3420320,QmSKEYyWUYcnsxujLYxxfR6zFAH13xLAkTUpiF1mHRELhV,QmVkMPN5paf557YKMkkDMYSD7t7SoFAJ1PyX7CEzgt5nWU,QmV9HjRD8fZunfgRGiRqzWHxK8qFZRHSNuDfpVqHkfmArp,QmQezYxMK63c1gnKrTL2qUeRW5311SXzBqkYgXCZzwXZQM,2026-06-25T01:03:09.379816,0.9447983014861996,0.9438444924406048,0.9006622516556292,0.7828810020876826,0.8132474701011959,0.9990697674418605
baseline_20260625_004741,baseline,UCIHAR,4,0.9073634204275535,0.287652254302768,0.9071716026445388,0.9076850719400172,0.9098565607978717,0.9082974593413716,0.9815186123337369,0.9899581000081841,2947,6,4265,82.94,3420320,QmRXBUadEJSB1G4aA6ZG9rmnU6vRJxXdou2xAqfnxwj3VK,QmUAqhENTsRAk9pBoKcggahiaUtGBjFZbRvt5MWQ2VGzCY,QmfNvn932YpAZqn9QyRATAiySpzva2x3EfRTsHitXJjV89,QmVf3XWvBBTZdf2yC6nfDWBE7fzF9gTx3ZLeeYtFtSJfd8,2026-06-25T01:08:15.152731,0.9435569755058573,0.9467969598262758,0.899343544857768,0.8118393234672304,0.843351548269581,0.9981412639405205
baseline_20260625_004741,baseline,UCIHAR,5,0.9161859518154055,0.2594379194556399,0.9163133981441712,0.9160365326870898,0.9185907914848302,0.9172712605540215,0.9832238672163734,0.9916870510586651,2947,6,4268,64.67,3420320,Qmd6iyoh7MfTTGVVY4PcJVkt62Xy13WJmTAijAir4n6Q7d,QmbfJXtTgEsViwzW8bnRXPqdenZY1yQtg8vLw2H9qGm6VX,QmfHQQXeZHPwuAnHAsFfdmXbdB8nDgovr1zRdDXAcSnxVf,Qmd8nRtv4S5kA9U2FYejg3j917aQnyjUMKA1Gy7mnLvyuG,2026-06-25T01:13:01.981887,0.9535864978902954,0.9657387580299786,0.9282511210762332,0.8073196986006459,0.8448430493273542,0.9981412639405205
baseline_20260625_004741,baseline,UCIHAR,6,0.9161859518154055,0.2535895851460543,0.9166501679606783,0.9161322356475449,0.9180027481623169,0.9175089089503556,0.9832166938859074,0.9910864130121427,2947,6,4271,76.51,3420320,QmWaxyzTtJ7oFFSGapzpquJPrT2VnqY8TWpWvsAt9tJoz1,QmUvqNd7VF5jTDMdasEEXwCdsxjyvQbyZokW4q3vehSFo4,QmSmy9ndXUTbdLSAuUgNhNEmj47qnvVsGfR6DkEssUFtzc,QmQCvkYpARY86nyBsk5F4BrLjDnvCEbJNiVXRNvrJffqD9,2026-06-25T01:18:01.814968,0.9612565445026178,0.9678111587982833,0.9334836527621195,0.802547770700637,0.8366606170598911,0.9981412639405205
baseline_20260625_004741,baseline,UCIHAR,7,0.9216152019002375,0.25452678099750203,0.92184945257979,0.9212281017358344,0.9240235576045471,0.9226297536144993,0.9842815522738846,0.9912068231272673,2947,6,4274,89.47,3420320,QmW8Dkt53JqVncS4b3cuzTVX2SMfpm3dYqTyhWQR1Z559J,QmZyXepCvYWLiUa4A3DUZDx1yH6gTXCHDBkuLwoc3xneho,QmWZgguZm6F2Kea7GDrZ6jMqNXczuPk67GPvNNu6NLYU2a,QmQBpFHSUYszzh6eMWG9CWAyH7nN17oxxjpWYhP2N4m6cR,2026-06-25T01:23:12.398747,0.9535864978902954,0.9696335078534032,0.944954128440367,0.8138528138528138,0.85,0.9990697674418605
baseline_20260625_004741,baseline,UCIHAR,8,0.9212758737699356,0.25194030088630126,0.9216318678681713,0.9210849716606236,0.9238854960349904,0.9224932465877379,0.9842263232395442,0.991231355924941,2947,6,4277,67.99,3420320,QmSDa58VGh8Nk89xCa83jRCkiFChd5x96zubtJb1uAND3s,QmRZkwshsfmKisdyygXV4eaGcH1NawVbra9oFY8htuXTko,QmSMMzCWsXaTY1HX6Dvz2dWBaxyi5UVj35tbFSo3wmQyAG,QmV6qu1KDtNS6CofWsSrJdkhWLfsqB2L5A9CfAgYcRAQmY,2026-06-25T01:28:05.164837,0.9557894736842105,0.976545842217484,0.9390519187358917,0.8112189859762675,0.8471849865951743,1.0
baseline_20260625_004741,baseline,UCIHAR,9,0.9216152019002375,0.24822353547874917,0.9221083417834612,0.9214541765204549,0.924146861831913,0.9230476453943631,0.9842949072307151,0.9906309445876147,2947,6,4280,73.49,3420320,QmepCKAqQN45w6DK4CyKqzJ14Q1qHG4rgk5XHAPMXDhbP4,QmcH7B2B2t1nPTj4FUiUKbw2jyfC8hWk9TytTCeNww59ir,QmZkyZjFnRdRpXeUU79tr3qkg5LkcgyoGupdJKWhkBCpH5,QmYukcm6S2Si5iKF1Mr3SBibWizdQyXPuxrekW2JVAky9g,2026-06-25T01:33:02.365811,0.957983193277311,0.9785407725321889,0.9415730337078652,0.8098818474758325,0.8456014362657092,0.9990697674418605
baseline_20260625_004741,baseline,UCIHAR,10,0.9270444519850696,0.24214537931170235,0.9275722897588125,0.9266523226758966,0.9300897404859404,0.9282460505717145,0.985350017478789,0.9910216465012867,2947,6,4283,77.89,3420320,QmZiFjjGvWvJueFCpnNXx3gDARutfm4hmqwk1dQsWSsSy7,QmTwngojnM6XX6dr3mUZ5mjEnrJ8CjKF3n6yZnqMQA1WVd,QmeG2muapDTD2XgBGMYmFZV3P8US8vNUSSYdMM3tvi94j3,QmXGHCq1EkNMjhqffc64Y3sgbDFZVVd3kzS7c48eKMZTiL,2026-06-25T01:38:02.417252,0.9655891553701773,0.9840933191940615,0.954233409610984,0.8122270742358079,0.849290780141844,1.0
baseline_20260625_022759,baseline,UCIHAR,0,0.168306752629793,1.7893819986505712,0.04802013747700649,0.0484926803975471,0.028051125438298834,0.16666666666666666,0.8333333333333334,0.5887726860027452,2947,6,4315,1782336490.52,3420320,QmfGqw8X1RFTSpwsWYsr8Bijnzdvcxzg9YmXgXa9LfJ8kh,QmXBVhBYDo4Crp8nt38CTWoJPGguDQXdH2jaSacQaYg4N6,,,2026-06-25T02:28:10.522928,0.28812082486203894,0.0,0.0,0.0,0.0,0.0
baseline_20260625_022759,baseline,UCIHAR,1,0.7974211062097047,0.7958160385172418,0.7989066148367288,0.7999243798681857,0.8250366017347813,0.7946373826617288,0.9593386376532828,0.977925062084683,2947,6,4318,70.34,3420320,QmWVg5fVsxi911cxFimQBX4iDxLM3vurhMdPwW9jWdYwYw,QmZKsLBi1ehyYFW6vK4qGBHG66JcFma8BHU8WxAAoCqMU4,QmZh48NFp5RW4D5dqyxp8WjGay7Afqg4SsMgv2Rm4DZ1na,QmRQzi7AoGgaHbMcgcxmfHJeCXsVGFvVuv6Z8uRtEnWBRp,2026-06-25T02:33:05.503227,0.7422166874221668,0.8462401795735129,0.8090692124105012,0.6992337164750958,0.7182761372705507,0.9784037558685446
baseline_20260625_022759,baseline,UCIHAR,2,0.8992195453003053,0.39132981287672164,0.899435214803154,0.899894617557755,0.9042924708159122,0.9005198179562054,0.9798968516181942,0.9868966461915746,2947,6,4321,68.57,3420320,QmP2w9M8xK8eNRf4tx5CVCFwJMsW2d8uh2cRxNw25F8dZD,QmZqKYD5TgybGBPp16r9NrsLHmabtCfWXbsMX68LLoL8Kn,QmPaX5Ts1jz7FtKERVxewTL48Po5Gp2TBdAa4eyZFbcGb4,QmXuMgDwiuiWqg9Fr6bgEFMucw6G7FMoB8pqGKFJS7WF6E,2026-06-25T02:37:56.208962,0.939297124600639,0.9417040358744395,0.8952991452991453,0.791974656810982,0.8292682926829268,0.9990680335507922
baseline_20260625_022759,baseline,UCIHAR,3,0.8978622327790974,0.30757761132368383,0.8990608240990245,0.8982388545678233,0.8997757740342588,0.9005977574068665,0.9795898377129153,0.9912378908954881,2947,6,4324,78.53,3420320,QmTmxRTEyDToYv5mRBvHJMLw98Ti8wPttZsrWmUrt5y4yU,QmapGYDBpQEwif3MQwhnENDtsQZXqpyheUGu3VkARhawTU,QmawuWqRr5jetuAiZ9WSM48TemoZPSr1Hu92r1kdM2fPu8,Qmba1D4AtsjsDTzFuTN5UDwMZdXWTzvoFqNjxMA3TyStNs,2026-06-25T02:43:00.550743,0.9604166666666667,0.9414316702819957,0.9239250275633958,0.7833163784333672,0.8041431261770244,0.9811320754716981
baseline_20260625_022759,baseline,UCIHAR,4,0.9060061079063454,0.2975059672397502,0.9066025595875883,0.9061783790927255,0.9085451889357895,0.9078837489794966,0.9812104438507901,0.99142423591407,2947,6,4327,81.05,3420320,QmNUnBDoEoNQXchaqxX8j4Gzwa462ffFg3PJAoereDpaph,QmTUT5uXYHXJW2oGBXNz5dCVeEkyz9K2F4WW8LdJrtM9nU,QmX3F4qQYYKC6r19rzJZGTUXt2EQYR4WJvRQwCgNpy9a2c,QmeQ1fvHeQPRc1p6XBjWjcCFAepmsUiNMXc92JcynmFK94,2026-06-25T02:48:06.121076,0.9613375130616509,0.9558498896247241,0.9200438116100766,0.7895287958115184,0.8202764976958525,0.9925788497217068
baseline_20260625_022759,baseline,UCIHAR,5,0.9015948422124194,0.27830330464751163,0.9025407647491178,0.9017812923041211,0.9032395253026135,0.9041281413823193,0.9803304710064196,0.991673624980861,2947,6,4330,76.0,3420320,QmaDVV4eXuy8TLtDYvRCNqi34tuEsKjDTGgNbEruyFvUCt,QmSmN8pH2Z2dbQExCKggNpWKwvqXHP5nLRVvLZUuq3RVJ4,QmTPEH8qLDiKbskVQTVdCK4TytyRfGUYAtdf9jJ1vqtJqp,QmYWEvXqt1XcxAuEg9vpFss2yUiPxufn1CMTpoi5r3v2Aj,2026-06-25T02:53:10.049913,0.967741935483871,0.9415584415584416,0.9261300992282249,0.7867494824016563,0.813780260707635,0.9792843691148776
baseline_20260625_022759,baseline,UCIHAR,6,0.9073634204275535,0.26236079890835795,0.9081411688901325,0.9074879330444257,0.9091923326707373,0.9095431785314623,0.9814757591632715,0.9920894560075116,2947,6,4333,74.81,3420320,QmcksCNJbSJCG2Fu1Ww5xCodZApmTGWNPHjVDELvLJgTTq,QmbBh18Jv98JSbayTEHisLaqLwkeHyZD6RdFEHRiSE7djX,QmS4suxQ9dBtuUMCz5tdeX8VfypJxAtrqs9JL37R7iNkXg,QmeZV3AfZM2zMMpDnhh3EoQoQCcsqEBnMHzNcfcXJNT9x1,2026-06-25T02:58:06.200728,0.9688149688149689,0.9449838187702265,0.9302325581395349,0.7957894736842105,0.826007326007326,0.9830188679245283
baseline_20260625_022759,baseline,UCIHAR,7,0.9022734984730234,0.2599622905254364,0.9036370500405958,0.90257226933206,0.9038031386141773,0.9052525745538739,0.9804640181195784,0.9918109720852287,2947,6,4336,79.72,3420320,QmSQwLWhJkRACHn5XXeQTvTvukP3t5v2QsDUjhKPRXhCgK,QmPJs1b2RQZk3dNW4VCWPWLPePsJ3dghwYHs2n1iZ7qDum,QmW9C5TA9rCkA1ucawtXcxdGNaZUXX5ArD1GXqCze2Rzpm,QmRxUH5YUty2puoT9zVJPfTxJgZyA3V75gRTq64jrv3qMc,2026-06-25T03:03:10.050822,0.970954356846473,0.9411764705882353,0.9343715239154616,0.790224032586558,0.807909604519774,0.9771863117870723
baseline_20260625_022759,baseline,UCIHAR,8,0.9077027485578555,0.2550078681174745,0.9090362666494091,0.907948222512267,0.909236921505533,0.9103774004735352,0.981534263088567,0.9917175147160093,2947,6,4339,71.33,3420320,QmR7T8rm7mXhywtb54ovkBMe3SUnTsFCbYNWgi8Lod1aux,QmTUPWux4cBs4HxThRzA9uKDbboQ3vMhqTaN3LypeZn5u8,QmdN6vKNusbAzPMWzcrLGM5synS96V2i8SYPh9rRVj1Cto,QmVNfVZAWBqHScx9KGbJR6xAurbsmaKdQjegWvreeEFJR7,2026-06-25T03:08:04.551449,0.9720207253886011,0.9527896995708155,0.9395973154362416,0.7926078028747433,0.8123249299719888,0.9848771266540642
baseline_20260625_022759,baseline,UCIHAR,9,0.9043094672548354,0.2536382901462469,0.9058418527612973,0.9046036710055029,0.9058648750486687,0.9073870368215324,0.9808636059432135,0.9916671851850105,2947,6,4342,67.88,3420320,QmS4DCt1az88wBf8bcKAfiFA1w8qLvWschkgqNN7fkWWEr,QmdTZfj2aPBLcH2GNsejvHRpnPiGaiu3Adid1ssgkVknFQ,QmcWrb5AzZ37TVFJY14mm35Z5gwsSiSkfApep8jRaebhBc,QmbFNah2KUQAnysj4EA4x2vFtoPtYeQdunyUVddjy4EWg6,2026-06-25T03:12:52.501149,0.9720207253886011,0.9487179487179487,0.9395973154362416,0.7898989898989899,0.8037914691943128,0.9810246679316889
baseline_20260625_022759,baseline,UCIHAR,10,0.9077027485578555,0.24735093421917012,0.9090101166972105,0.9079317968591771,0.9092763255640826,0.9103250802636418,0.9815319589048436,0.9916277997730796,2947,6,4345,74.8,3420320,QmWBovBRqxWBgwfkD1LpxhNNHu9NT3MdiLj8aFzeFT5dTF,QmRQQ9TJxdNhm6gejL88zUap9Lo3f9nV5T9q6ZCTqXeGA1,QmUAqu9FURwBMt2oZV8oTjKq3z4jNmFh39yGUrfFoXTGNg,QmUA8S41xriX7qFA2Kf6WBwgsJLhAuhtHhgf8rioae27Ck,2026-06-25T03:17:51.420485,0.9720207253886011,0.9527896995708155,0.9395973154362416,0.7917525773195876,0.8130232558139535,0.9848771266540642
baseline_20260625_040736,baseline,UCIHAR,0,0.12758737699355277,1.8008221362499481,0.06881898295652789,0.07469524026739091,0.049167510253257156,0.11748236979786524,0.8223240237221835,0.31792161656828194,2947,6,4377,1782342470.79,3420320,QmPS1WdfLQqSk3wtF6KWwwn4NncTSBEGzYE9sK58yUYB3K,QmeXUsXKJDHKDQXbqMj2AYKYLDEMnPJvBCHnPRPXVzdViE,,,2026-06-25T04:07:50.786897,0.0,0.0,0.0,0.0,0.3215780035863718,0.09133589415279555
optimized_20260624_193237,optimized,UCIHAR,0,0.15982354937224297,1.7946711119185104,0.04629902683574167,0.04439804880821377,0.026883561643835614,0.16666666666666666,0.833370013120549,0.3756551762631211,2947,6,4089,1782311579.95,3420320,QmTQSuEzkeNxBBYk3yVt1QpJWp8KucJGmAKmruY9NkqtcE,QmV9gyuFL2SPJZGE4QUTfjHQiM5FscAx3NYpYxohM3wk8q,,,2026-06-24T19:32:59.954263,0.0,0.27779416101445004,0.0,0.0,0.0,0.0
optimized_20260624_193237,optimized,UCIHAR,1,0.7224295894129623,0.9068696720803038,0.7271046613124335,0.7287332627581047,0.8220510942092982,0.713162739504734,0.9438282582833707,0.9750512082386985,2947,6,4092,59.19,3420320,QmfJf4GzmKRPeSEST5sUSBZkkkLFzcs1hyD9g1wTdMp5u5,QmcoU591eN5SPjJ7MVZCfxnkX1L2Qf5iHhrUs1Muz89eeW,Qmcb6hVa3jD1uEHcWR64c9sfrZtF7PByAKmwQCiqvUgZMF,Qmb4jw5ifmLnjYBWvYPnPcn3rGBg57DaxawexDXC5d9bUG,2026-06-24T19:37:41.360091,0.7308584686774942,0.5709969788519638,0.7678832116788321,0.7593097184377838,0.5465425531914894,0.987037037037037
optimized_20260624_193237,optimized,UCIHAR,2,0.9158466236851035,0.3368775057507322,0.9179514281233107,0.9159053780489806,0.9185845119923742,0.917706492300014,0.9830547708112666,0.987935827710135,2947,6,4095,64.33,3420320,QmZLk94W9Lvifz1WmF4DsB7DpFhzKU1s6FD4Tn9xUovpzi,QmbeVFEV8847LMuZ6Zmi25bRnhDwibo5gUiJyMzxht5SdF,QmeiJxiAUqKdDBHfaMLAKktGpNw9STGoPdDyZ27UL9TkBZ,QmVXRx5C12Deqyzir8xexpM5thp2L4j96B3eGb1KHibPm4,2026-06-24T19:42:27.348844,0.9847715736040609,0.987152034261242,0.9704840613931524,0.7695516162669447,0.7985347985347986,0.9972144846796658
optimized_20260624_193237,optimized,UCIHAR,3,0.9087207329487614,0.2868059260493263,0.9107610355491964,0.9088153257370968,0.910690603076859,0.911567500138751,0.9816800879381296,0.9910356591027479,2947,6,4098,86.45,3420320,,,QmZWbEq9bex74zHfGqvc6XkdQb8rgxUdP4g1t59xj6wnzX,QmTQ7zZ77YEr6MP3FyVVdvVysrTNXYYecQtxvmwZFjfgTY,2026-06-24T19:47:41.924298,0.9691358024691358,0.9838187702265372,0.96,0.7670396744659207,0.7845719661335842,1.0
optimized_20260624_193237,optimized,UCIHAR,4,0.9144893111638955,0.2614713637752736,0.9163621234437308,0.9145366775099814,0.9163444998881992,0.9175678201877678,0.9828615965732198,0.9915507255033775,2947,6,4101,84.14,3420320,QmYrAi5QF9e2JPhgJWR3sEZNjL2MA7sfrPvPdv5MtWezH4,QmZaNvWHcj1vc3d9VUEFLEMJnLnYZF4uV2idbXbNrtrr6B,QmR7yEGR2HAAG75Rip1mBsFXMVcPfsPnv48h1E7SQhKuyX,QmVJNVf3A8QkKddKht9HNVDwsW9fBFKP4DBVHQVQAWe6a9,2026-06-24T19:52:53.937199,0.9700722394220846,0.9849785407725322,0.96,0.7893175074183977,0.7938044530493708,1.0
optimized_20260624_193237,optimized,UCIHAR,5,0.9158466236851035,0.2522552149726989,0.9174946464403345,0.9159661963604294,0.9173955904214983,0.9184419204500337,0.9831323135937867,0.9919156985269093,2947,6,4104,66.3,3420320,QmTzwcW2FN6H59vNJLvwp4fYoY5LEK8e9UDRMQy13aEG4e,QmYCj7cCgLv3AkctE2VFjvh3L8AG1ze4C62Dm8M7uLvUwC,QmeqNYDCnegQcgW1w1JcN4tLTqoXEHscsYVk1YwWgjdoXL,Qmb4t1t8A3nmXmygoLANjpqBYLwYQjfPQ6S6wZS7mHfroh,2026-06-24T19:57:45.584537,0.9690721649484536,0.9838536060279871,0.954337899543379,0.7927565392354124,0.8049476688867745,1.0
optimized_20260624_193237,optimized,UCIHAR,6,0.9117746861214795,0.2475628159107997,0.9134505102917118,0.9119493871470691,0.913484962026,0.9143320440102607,0.9823171158489031,0.9920103199800102,2947,6,4107,63.38,3420320,Qmbu2kbDydj7oTT7kXj5UFusrUgQgRGdH237dXPtCVVMdE,QmQkLN6jbgeiDAAr2sArbPCxfrv4jXhXQt7qaBzyUwrriw,QmQDNBDwrhnuJ2AuBp2y1DAkKyqCBgqELj4yAVuHxnGnrB,QmfTppEKoohjAzgKWoHdAc4LbSZ1RDBprn2ZiGcUx1bFvj,2026-06-24T20:02:31.592705,0.9670781893004116,0.9805194805194806,0.9498861047835991,0.7854984894259819,0.7977207977207977,1.0
optimized_20260624_193237,optimized,UCIHAR,7,0.9134713267729895,0.245053943246603,0.9150786278986635,0.9134947372335256,0.9147883789591708,0.9158738946171084,0.9826444419052036,0.9916888636617179,2947,6,4110,61.79,3420320,QmURzgrj6YofwyJ591282oQ7s6tMPvaWuqxwqCaSSurmjQ,QmckQrZSzxRnDZq7aXr9QtT3ttbHKb9UvoNXjwfLXANqrJ,QmQ89fdzMRuzAsteLTeopDCYGtGBKf5yDGZfbeYWEmQDHm,Qma5kAj5jhdMFzDDYHJMfscSY5Yrtecrg9WhVRGxdMsQX8,2026-06-24T20:07:17.190002,0.9703779366700716,0.9795479009687836,0.9551208285385501,0.7854251012145749,0.8,1.0
optimized_20260624_193237,optimized,UCIHAR,8,0.9155072955548015,0.2341092713177204,0.916844785674689,0.9156044994939756,0.9167933307674866,0.917868067763504,0.9830800702858838,0.9927078082212164,2947,6,4113,65.49,3420320,QmPQiczvRcJbaVDeU9VFo338ZWCbMmGKE2XvDthT9csiik,QmWF89NqhmFQhbYNGgdvxSH5efY2pg98QMDbdfqjWWbNjx,QmYzYvxktqA4JFuYysKctmz5aNiSdKqaXBBdAJXhCFTUV3,QmR7XU6iKygRCJ8QdAAg1EFAN3YWq23NT7JZYU9gKzctcg,2026-06-24T20:12:03.710211,0.970317297850563,0.974025974025974,0.9474885844748858,0.8003992015968064,0.808837656099904,1.0
optimized_20260624_193237,optimized,UCIHAR,9,0.9178825924669155,0.23070906962644547,0.9191808609921113,0.91793655875345,0.918984302448369,0.9199996509862228,0.983541312804121,0.9923274921468249,2947,6,4116,61.91,3420320,QmWm18ia6LT9omewh7QpA8cHpZ7DKu5hu8jfmb9dAeUUxn,QmeatbT9GhsQKZNudU9F1pU8TupwGM6JLJmWHw9CxfD81m,Qmb16bVZhjqU1TLEg7VpQjKEAaWqxYvYcuwc7JpDiJKr7N,QmZ5y8Um85xgD5MnN2LVR2afgw8CKdoGURau2U2BmGsz78,2026-06-24T20:16:51.755644,0.970317297850563,0.9773462783171522,0.9507445589919816,0.8008130081300813,0.8158640226628895,1.0
optimized_20260624_193237,optimized,UCIHAR,10,0.9243298269426535,0.22668117730620693,0.9257093015671837,0.92433472925044,0.9258687808492341,0.9267390425388182,0.984842930677018,0.9924387684527103,2947,6,4119,85.66,3420320,QmTLKs2rTPeL5emhYm32TSD4dHvkskAn9JUPAUi2c5bszv,QmPXvZSHprbc6m4hZEDbtpWHEZa7q2XdwNgcqnzbyJh6q5,QmNMgNuEqEqHkE48ycrYesrtV41BMjVGes1q4ZY6WuqWuh,QmX8qPppeoQcadFPZY6J8axKk4o6XEGcLfpAnLE2MSzjBP,2026-06-24T20:21:58.249342,0.9766497461928934,0.9773462783171522,0.9595375722543352,0.8196078431372549,0.8211143695014663,1.0
optimized_20260624_211311,optimized,UCIHAR,0,0.1496437054631829,1.7896962850651843,0.08466852761104042,0.07395674266796477,0.05640706239168111,0.17074613284804366,0.8325012855239876,0.7090074632600816,2947,6,4151,1782317603.1,3420320,QmRvRZMcYG8XKpj7hQ4PTR8xs2W2WyrK73q3fyWp9nRKM1,QmZteyGYjfnfgfkbJL4fXcnattbEUfDcgj6FEDhjZzadTB,,,2026-06-24T21:13:23.102514,0.0,0.08991825613079019,0.4180929095354523,0.0,0.0,0.0
optimized_20260624_211311,optimized,UCIHAR,1,0.7600950118764845,0.9786818192360249,0.7527909693441369,0.7557268621575888,0.8161550613521169,0.7490434353973994,0.9514530424328939,0.9795185473107438,2947,6,4154,63.86,3420320,QmcDeZjkZwfuLV1zQnjBJvtpru4U6EJysJPvTrMQRkNeZm,QmcYkfvLvMARJxctpZnBjhmudHyQAQWK5GCwjAWu8Uv1dC,QmcZJ5DCnRkpF2NBiDcBWjNDeVURPL3vi49oaLMLoXt63K,QmanK52qN4SATBr4B3RCfD5we7gLWQjGp7qU3Yba8tbmzk,2026-06-24T21:18:10.855456,0.8434959349593496,0.9084821428571429,0.6792452830188679,0.4547738693467337,0.6861979166666666,0.9445506692160612
optimized_20260624_211311,optimized,UCIHAR,2,0.8975229046487954,0.3812134058234539,0.8983820285929652,0.8970646046221368,0.9024201333932128,0.8985141923053929,0.9793967958194991,0.989041295990824,2947,6,4157,78.2,3420320,QmVGjmBxGCGYAXKTQzDs5PsH979NJB3urpgtf86SKKQjrA,QmdaNNujtWWPXrqaQ5Gr4qmGyfQbtZu9e2fkrWKLNm3Q7E,QmWb9E1oE4j1Z6cqUQiFvX4qWvg1Zp45Ha7n23GXGUt8hj,Qmb6gjcQKn2TLwWNyZgEojP3TR8kjHCH1ihmSqJd1ZH24z,2026-06-24T21:23:13.759112,0.9591002044989775,0.9351464435146444,0.9528301886792453,0.745575221238938,0.8234280792420328,0.9742120343839542
